# Parameter sensitivity summary
parameter,label,mean_A,mean_B,hdi_low_A,hdi_high_A,hdi_low_B,hdi_high_B,mean_shift,hdi_overlap_pct,sign_agreement
gamma_00,Population intercept (gamma_00),-0.21411209528501193,-0.21092879375144724,-0.23310169714652823,-0.19341622599655786,-0.23315161021433134,-0.18756677771682936,0.003183301533564692,87.05849945186287,True
gamma_10,Population distance slope (gamma_10),-0.5664552841898961,-0.3697447049261224,-0.5922628929566353,-0.5415082375454922,-0.4071800798075098,-0.3332052801843548,0.19671057926377372,0.0,True
beta_def,Defender distance (β_def),0.3140054895143463,0.24749918310426294,0.29574720570333174,0.3314654454534691,0.23123887071939694,0.26226624646596813,-0.06650630641008337,0.0,True
beta_sc,Shot clock (β_sc),0.09938029616224939,0.08270982847309023,0.08609259230488515,0.11307617587214794,0.07217241169738084,0.09421287415781215,-0.016670467689159155,19.852162794191635,True
beta_clutch,Clutch (β_clutch),-0.14297903736003406,-0.131963237462498,-0.21691989181902688,-0.07414344244748584,-0.1888849181954944,-0.07346802476889606,0.011015799897536066,79.98604556879759,True
chol_cov_stds[0],RE SD — player intercept,0.10115492871275425,0.08690644209699942,0.078857492957151,0.12206406796540588,0.0653295874685546,0.10854147378314899,-0.014248486615754827,52.320882408794475,True
chol_cov_stds[1],RE SD — player distance slope,0.13820040045161222,0.20615590245683552,0.11572884167877094,0.16071391954269246,0.16450831902142624,0.24808679772039843,0.0679555020052233,0.0,True

# Hypothesis evaluation
hypothesis,parameter,direction,description,supported_A,supported_B,agreement
H1,gamma_10,negative,Shot distance reduces FG% (slope < 0),True,True,True
H2,beta_def,positive,Open shots improve FG% (def_dist slope > 0),True,True,True
H3,beta_sc,positive,More shot-clock time improves FG% (slope > 0),True,True,True
H4,beta_clutch,negative,Clutch situations reduce FG% (slope < 0),True,True,True
H5,chol_cov_stds[0],positive,Meaningful player intercept heterogeneity (RE SD > 0),True,True,True
